,Name,Location,City,P.O Box,Phone,Mobile,Company Page URL,Logo URL
430,"Culinary Boutique
","Behind Grand City Mall, Al Quoz Industrial Area 4",Dubai,812,04-8847868Call,,,
431,"Curry Express
","Behind Sunrise Supermarket, Al Qusais",Jebel Ali,236177,02-6328860Call,,,
432,"Curry House, The
","Bhnd KM Trdg, Abu Shagara",Abu Dhabi,38107,04-3978940Call,,,
433,"Curry Leaf
",Mussafah 10,Dubai,43527,04-3547477Call,,,
434,"Curry Toast
",Abu Shagara,Dubai,23050,050-7240471Call,,,
435,"D Bar & Grill
",Mall Of The Emirates,Dubai,184061,02-8135552Call,,,
436,"Dai Pai Dong
","18B Street, Behind NBF Bank, Bur Dubai",Abu Dhabi,49612,04-4270268Call,,,
437,"Dai Shi Dai
","Bhnd Sharjah Water & Elec Dept Bldg, Mina Rd",Dubai,52546,04-2673708Call,,,
438,"Daily Restaurant
","Al Badia Golf Club, DFC",Dubai,52100,04-2278888Call,,,
439,"Dakshin
","Dhow Palace Hotel, Bur Dubai",Dubai,52100,02-4917977Call,,,
440,"Dalchini
","Bin Soughat Centre, Rashidiya",Abu Dhabi,16837,04-2691178Call,,,
441,"Dallas Restaurant
","Near Millenium Hotel, Corniche Rd",Dubai,1277,02-6330066Call,,,
442,"Dar Al Mandi Restaurant Kitchen
",Opposite Lulu Hypermarket,Abu Dhabi,3929,06-5222411Call,,,
443,"Dar Ward Restaurant
","X2 Tower, Lake View, Cluster X",Sharjah,48324,04-3965595Call,,,
444,"Dasprakash Rest
","Ground Level, SIT Tower,",Dubai,502936,04-3289488Call,,,
445,"Day Fresh Restaurant
",Al Manama Hyper Market,Dubai,27888,02-6563500Call,,,
446,"De La Costa
","G-1, National Cinema Building, Hamdan Street, Al Markaziya",Abu Dhabi,52546,02-6278644Call,,,
447,"De Thali
",Intl City,Abu Dhabi,52119,04-4200336Call,,,
448,"Dean & Deluca
","Muhaisnah, Ghusais",Dubai,95526,06-5617161Call,,,
449,"Deena Leena Restaurant
",Jumeirah Beach Residence,Sharjah,28405,06-5722828Call,,,
450,"Delhi Cafeteria
",DIFC,Sharjah,476,04-2356161Call,,,
451,"Delhi Darbar Bombay Restaurant
",Millennium Airport Hotel,Dubai,6006,04-3347171Call,,,
452,"Delhi Darbar Restaurant LLC
","Ramada Hotel, Bur Dubai",Dubai,523,06-5343470Call,,,
453,"Delhi Karachi Restaurant
","Ground Floor, Jumeirah Emirates Tower Hotel, Sheikh Zyed Road",Sharjah,57360,04-3234844Call,,,
454,"Delhis deli
","Near Abu Hail Pharmacy, Hor Al Anz, Deira",Dubai,26438,04-2568664Call,,,
455,"Delicacy Sweets & Bakers LLC
",Al Qusais,Dubai,45863,02-5550071Call,,,
456,"Delicia Restaurant LLC
",Ras Al Khor,Abu Dhabi,26195,04-3466706Call,,,
457,"Delight Calicut LLC
","Khaleefa Bin Din Bldg, Near Bus Station, Satwa",Dubai,7978,04-5018623Call,,,
458,"Delphine Restaurant & Bar
",JBR,Dubai,115443,80033747Call,,,
459,"Desi Max Restaurant & Sweets LLC
","Behind Emax, Salim Bin Omar Street",Dubai,77671,04-3383283Call,,,
460,"Desl Hut Restaurant
","Behind BHS, Hamdan Street",Dubai,333581,04-2611685Call,,,
461,"Dhaba Restaurant
","Opposite Tasheel, King Abdul Azizi Street",Dubai,8226,06-5445060Call,,,
462,"Dhe Chef
",Dubai Mall,Sharjah,171567,02-5553064Call,,,
463,"Diamond City Restaurant LLC
","Intercontinental Hotel, Dubai Festival City",Abu Dhabi,30218,06-5348066Call,,,
464,"Dibba Bakes
","Shop 7, Al Arti Bldg, Zabeel Rd,",Sharjah,46695,04-2651288Call,,,
465,"Din Tai Fung
",Electra St,Dubai,1146,04-3966412Call,,,
466,"Dine At Moonvalley BBQ Restaurant
","Latifa Tower, Near Crown Plaza, Shk Zayed Road",Dubai,75337,06-5696944Call,,,
467,"Diplomat Restaurant
","Majestic Hotel Tower, Bur Dubai",Sharjah,66988,04-7011128Call,,,
468,"Diwan Al Badia
","Taj Dubai, Business Bay",Dubai,91521,04-3599992Call,,,
469,"Docklands
",Downtown Dubai,Dubai,643532,04-2844498Call,,,
470,"Dome Cafe
","Dubai Mall, Downtown Dubai",Dubai,33779,06-5569909Call,,,
471,"Domino's Pizza
","Near Alico Aluminium Co, BMW Rd, Indl Area 2",Sharjah,71121,800 6936637Call,,,
472,"Doner Deli
",Al Nahda 1,Dubai,81658,80036723Call,,,
473,"Doner Force
","Near Etisalat, Maktoum St, Deira",Dubai,3929,04-3207767Call,,,
474,"Doner Kebab
","Deser Palm Hotel, Al Awir Road",Dubai,30430,09-2233474Call,,,
475,"Dosa Hut Restaurant
",Muroor Rd,Fujairah,22399,02-6742235Call,,,
476,"Dragon Bao Bao Cafeteria
",Al Esbij Street,Abu Dhabi,40032,04-8876220Call,,,
477,"Dukkan Falafel
",Karama,Jebel Ali,213059,04-3674558Call,,,
478,"Dumpling Queen Restaurant FZCO
","Near Lotus Boutique Hotel, Al Baraha, Deira",Dubai,9358,04-2540022Call,,,
479,"Dunes Cuisine
","Behind City Max Hotel, Near Big Bazar Hypermarket",Dubai,126764,04-4233785Call,,,
480,"DUO
","The Westin Abu Dhabi Golf Resort & Spa, Khalifa City",Dubai,63363,04-3545435Call,,,
481,"Dustys
","Opp Centrepoint, Karama",Dubai,15018,04-7028888Call,,,
482,"DXB Grill
",Dubai Marina,Dubai,42211,04-3519999Call,,,
483,"Dynasty Chinese Restaurant
","Behind Ramada Hotel, Al Barsha",Dubai,82863,04-3198088Call,,,
484,"E T Sushi
","Jumeirah St, Umm Suqeim 2",Dubai,52555,04-2694997Call,,,
485,"Eagle Restaurant
","Opp Oasis Water, National Paints R/A, Kalba Rd",Dubai,74804,04-2671045Call,,,
486,"Eastern Food Restaurant
","Level 3, Abu Dhabi Mall",Dubai,122426,04-3334275Call,,,
487,"Eat & Treat Restaurant LLC
",Saadiyat Island,Dubai,401,04-3496003Call,,,
488,"Eat and Drink Group of Restaurants
",Hor Al Anz,Dubai,16913,04-4305249Call,,,
489,"Eat Greek
","Mazaya Centre, Sh Zayed Rd",Dubai,79401,06-5538706Call,,,
490,"Eat Max Cafeteria
",Deira,Sharjah,65214,02-6322216Call,,,
491,"Eat n Joy Restaurant & Cafeteria
",Oud Metha Road,Abu Dhabi,14113,06-5440676Call,,,
492,"Eat Route
","Behind KM Trading, Salam Street",Sharjah,51311,04-3308899Call,,,
493,"Eataly
",Al Qasimiah,Dubai,14528,04-7011111Call,,,
494,"Eclipse Bar
","203, Dar Al Wuhaida building, Hor Al Anz, Deira",Dubai,52423,04-3972787Call,,,
495,"Elco Restaurants
","Ground Floor, Mall of the Emirates",Dubai,24365,02-6761848Call,,,
496,"Eldorado Restaurant
","Near ADCB, Airport Rd",Abu Dhabi,40696,04-3880000Call,,,
497,"Elevation Burger
","Al Musalla Rd, Deira",Dubai,6647,04-3598888Call,,,
498,"Elia Greek Restaurant
","Sheraton Grand Hotel, Shk Zayed Road",Dubai,46504,04-4383100Call,,,
499,"Eloquent Elephant
","Diamond 4 Bldg, Near Marina Mall, Dubai Marina",Dubai,115867,04-4243000Call,,,
500,"Em Sherif
","Bhnd Saeed Tower 1, Sh Zayed Rd",Dubai,488059,04-4388999Call,,,
501,"Ember
","Bhnd NMC Hospital, Al Nahda 2",Dubai,28815,06-5338200Call,,,
502,"Emirates Restaurant
",Radisson Blu Hotel,Sharjah,333457,04-2837474Call,,,
503,"Emly Chilli
",Al Mamzar Corniche,Dubai,98811,04-2231000Call,,,
504,"Entrecote - Al Khaleej Palace Hotel
","Beach Rotana, Al Zahiyah",Dubai,45570,04-3238888Call,,,
505,"Epicure
","Four Seasons Hotel, DIFC",Dubai,86052,02-4436013Call,,,
506,"Ethio Habasha Restaurant
","Le Meridian, Mina Seyahi",Abu Dhabi,66,04-3550707Call,,,
507,"Everest Restaurant
",Al Wahda St,Dubai,,04-3965557Call,,,
508,"Exotic Restaurant
","Murjan Tower, Jumeirah Beach Res",Dubai,,04-2719196Call,,,
509,"Exzotica Restaurant
","3rd Flr, Food Court, Burjuman Centre, Bur Dubai",Dubai,,06-5220096Call,,,
510,"Faaz Al Majaz Restaurant & Cafeteria
","Hotel Intercontinental Abu Dhabi, Khalidya",Sharjah,,04-2260871Call,,,
511,"Fahid Restaurent
",Dubai Mall,Dubai,,02-6169999Call,,,
512,"Fairways International
",Next To Hollywood Magic,Abu Dhabi,,04-3968301Call,,,
513,"Falafel and Shawarma Cafe
","Near Corniche Hospital, Corniche Rd",Dubai,,04-4257711Call,,,
514,"Falafel Express Restaurant
","Towers Rotana, Shk Zayed Road",Dubai,,04-4226131Call,,,
515,"Falafel Zaman
",Dubai Marine Beach Resort,Dubai,,800-32552Call,,,
516,"Falla Juice & Snacks
",Bur Dubai,Dubai,,06-5358335Call,,,
517,"Family Palace Restaurant LLC
",Al Muroor,Sharjah,,02-6587863Call,,,
518,"Famous Dave's
","Behind Adnoc Petrol Station, Najda Street",Abu Dhabi,,02-6575888Call,,,
519,"Fanr Restaurant
",Khalifa Str,Abu Dhabi,,04-2339114Call,,,
520,"Fantastic Fresh Food Trading LLC
",Al Nahda,Dubai,,04-3434214Call,,,
521,"Fantastico Cafe LLC
","Amman St, Al nahda 1",Dubai,,04-2688288Call,,,
522,"Fantasy Restaurant
",Airport Rd,Dubai,,056-4334701Call,,,
523,"Faragalla Cafe
",Next To EPPCO Petrol Station,Dubai,,02-6774447Call,,,
524,"Fareehan Refreshment
",Shk Zayed Rd,Abu Dhabi,,06-5669660Call,,,
525,"Farhat Restaurant
","Opp ADCB, Meena Rd",Sharjah,,04-2692334Call,,,
526,"Fatah Sanobir Restaurant
",Al Barsha,Dubai,,04-3477913Call,,,
527,"FatBurger
","G Flr, Al Khaleej Centre, Bur Dubai",Dubai,,02-4433490Call,,,
528,"Fathima Trading and Catering Co
",Farimont Bab Al Bahr,Abu Dhabi,,04-3976720Call,,,
529,"Fatima House Restaurant
","Jumeirah Road, Opposite City Bank",Dubai,,04-5034444Call,,,
530,"Feast
",Khalifa 11,Dubai,,04-4572919Call,,,
531,"Feri Kasif Theroom Restaurant
",Near Lighthouse Community Psychological Clinic,Dubai,,04-3322400Call,,,
532,"Fibber Magee's
","Damascus St, Al Qusais",Dubai,,04-2206444Call,,,
533,"Fiesta Restaurant
",Al Nahda 1,Dubai,,02-6562000Call,,,
534,"Filini
","Opp Buhari Masjid, Bhnd NMC , Al Nahda 1",Abu Dhabi,,04-2387169Call,,,
535,"Filli
",TCA,Dubai,,02-6979350Call,,,
536,"Finz
","Opp Lulu Village, Near Emarat Petrol Station, Muhaisnah",Abu Dhabi,,04-5060000Call,,,
537,"Firebird Dinner
","E 278-279 - 2nd Floor Extension, Al Wahda Mall",Dubai,,04-5117139Call,,,
538,"Fish Dubai
",Behind Al Salama Hospital,Dubai,,06-5397667Call,,,
539,"Fish Market Restaurant
",Karama,Sharjah,,04-4270443Call,,,
540,"Fish N Chips Room, The
",DIFC,Dubai,,04-3514774Call,,,
541,"Fish World
",Barsha,Dubai,,02-6666888Call,,,
542,"Fishmarket - Inter-Continental Abu Dhabi
","Naif Rd, Deira",Abu Dhabi,,04-3804117Call,,,
543,"Five Guys Burger
","Level 2, Al Wahda Mall Extension",Dubai,,600565564Call,,,
544,"Flame & Bake
",Al Nahda 2,Abu Dhabi,,02-6773333Call,,,
545,"Flavours - Sheraton
",Bur Dubai,Abu Dhabi,,04-3438000Call,,,
546,"Flavours On Two
",Behind Fresh & More Supermarket,Dubai,,04-3461111Call,,,
547,"Flooka
","9, Al Zara Bldg, Khalid Bin Walid St, Bur Dubai",Dubai,,04-3599775Call,,,
548,"Food & Life Global Flavours
","Ritz Carlton, Al Maqta",Dubai,,02-4488640Call,,,
549,"Food City Restaurant LLC
","Talal Belhoul Building, Opp NMC Hosp, Bhnd Sahara Centre, Al Nahda",Abu Dhabi,,056-2090767Call,,,
550,"Food Mountain Restaurant
","Near Dubai Islamic Bank, Karama",Abu Dhabi,,02-6270080Call,,,
551,"Food Palace Restaurant
","Abraj Centre, Sabakha Bus Stand, Deira",Abu Dhabi,,06-5544757Call,,,
552,"Food Park City Restaurant
","Near Grand Hotel, Al Qusais",Sharjah,,04-2398502Call,,,
553,"Food Village Restaurant LLC
",Hamdan St,Dubai,,02-6330099Call,,,
554,"Foodlands Restaurant LLC
","Trade Centre Road, Karama",Abu Dhabi,,04-2575020Call,,,
555,"Fort Kochi Restaurant
","Al Owasis Bldg, Al Rigga Rd",Dubai,,04-3311502Call,,,
556,"Fountain Cafe Restaurant
","Near Canadian Hosp, Mamzar Centre",Dubai,,06-5628121Call,,,
557,"Four Friends Restaurants
","Bhnd NMC Hosp, Al Nahda 2",Sharjah,,04-3255444Call,,,
558,"Four Season Restaurant
",Satwa,Dubai,,04-3522766Call,,,
559,"Francesco Pizzeria Restaurant
",Madinat Zayed,Dubai,,02-6543333Call,,,
560,"Frankies Italian Restaurant & Grill
",Deira,Abu Dhabi,,04-2272528Call,,,
561,"Fresh & Easy (The Barakat Shop)
","Beach Road, Jumeirah",Dubai,,02-5521199Call,,,
562,"Fresh & More Cafeteria & Grill
",Karama,Abu Dhabi,,600-523334Call,,,
563,"Friday's
","Al Maktoum St, Deira",Dubai,,04-3284371Call,,,
564,"Frutti Juice
",Al Wahda St,Dubai,,02-4058678Call,,,
565,"Fusion Caffe LLC
",Downtown,Abu Dhabi,,04-2678056Call,,,
566,"Fusion of Flavors Restaurant
",Muroor Street,Dubai,,04-2676986Call,,,
567,"Futue Stra Restaurant & Cafeteria
",Discovery Gardens,Dubai,,04-2676986Call,,,
568,"Future Star Restaurant
","Opp Citymax, Barsha 1",Dubai,,02-6451699Call,,,
569,"GAD Group Of Restaurants
","Al Noor Building, Behind Sahara Center",Abu Dhabi,,04-2511713Call,,,
570,"Gafoorkas Thattukada Restaurant
","Behind Emirates NBD, Near Colours Hyper Market",Dubai,,02-6438221Call,,,
571,"Galito's
",Discovery Garden,Abu Dhabi,,02-6763626Call,,,
572,"Garden Side Refreshments
","Opp Enoc Staff Accomodation, Al Quoz Indl Area 2",Abu Dhabi,,04-3374222Call,,,
573,"Gate of Karama Restaurant
",Karama,Dubai,,04-3585550Call,,,
574,"Gazebo Restaurant
",Deira,Dubai,,04-2712262Call,,,
575,"Geddy
","Opp Central Bank, Kalba Rd",Dubai,,02-6156039Call,,,
576,"Generous Vistors Restaurent
",Dubai Silicon Oasis,Dubai,,04-2206868Call,,,
577,"Genghis Grill
","Near The Infiniti Center, Sh Zayed Rd",Abu Dhabi,,04-3935186Call,,,
578,"Ghoroob Al Shams Restaurant
","Bhnd Aramex, Abu Shagara",Dubai,,02-6712050Call,,,
579,"Ghuloom Shahdad Restaurant
",Al Satwa,Dubai,,04-3931876Call,,,
580,"Gillys Restaurant
","Near Royal Le Meridien, I/Change 5, Jumeirah Beach",Abu Dhabi,,02-8188888Call,,,
581,"Ginny's Restaurant and Confectionery
","Ground Floor, Buldg#5, Damascus Road, Al Qusais",Dubai,,04-2506111Call,,,
582,"Giornotte
",Al Nahda 2,Abu Dhabi,,04-3795238Call,,,
583,"Go Thai
","1 B, Discovery Gardens",Dubai,,04-2277941Call,,,
584,"Goa Coastal Curries
",Khalifa St,Dubai,,04-2582050Call,,,
585,"Golden Burger Restaurant and Internet Cafe
",Al Quoz,Dubai,,02-6772828Call,,,
586,"Golden Chariot Confectionery
","Near Karachi Darbar, Satwa",Dubai,,04-3967788Call,,,
587,"Golden Crown Restaurant
",Near Satwa Bus Stand,Abu Dhabi,,04-2239233Call,,,
588,"Golden Dragon Restaurant
",Corniche Rd,Dubai,,04-2692979Call,,,
589,"Golden Fork Group
","Opp Liberty S/Room, New Double Cola Rd",Dubai,,04-2380049Call,,,
590,"Golden Jabal Al Noor Fast Food LLC
","R/A 8, Jebel Ali Free Zone",Dubai,,04-3989920Call,,,
591,"Golden Palace Mandi Restaurant
",Jebel Ali Free Zone,Dubai,,02-6337155Call,,,
592,"Golden Seashell LLC
","Baniyas Sq, Opp Kuwaiti S/M, Deira",Dubai,,04-2828007Call,,,
593,"Golden Spoon Vegetarian Restaurant
","Oman-Hatta Main Highway, Resort Area",Abu Dhabi,,04-3211884Call,,,
594,"Golestan Restaurant
","Western Mina Seyahi, Al Soufouh Rd, Dubai Marina",Dubai,,04-3960088Call,,,
595,"Govindas Garden Restaurant LLC
",Hamdan Street,Dubai,,04-2229900Call,,,
596,"Govindas Restaurant (LLC)
","Near Russian Embassy, Hamdan Street",Dubai,,06-5328000Call,,,
597,"Grand Abu Shakra Rest and Cafe
",Dibba,Dubai,,04-4579944Call,,,
598,"Grand Buffet Restaurant, The
",Crown Plaza,Sharjah,,02-6426499Call,,,
599,"Grand Cafe Boulevard
","Fotouh Al Khair Centre, Al Markaziyah",Dubai,,06-5652080Call,,,
600,"Grand Central Restaurant
",Deria -Naif Road,Abu Dhabi,,04-5531335Call,,,
601,"Grand Restaurant
","Naif Rd, Deira",Sharjah,,04-4456789Call,,,
602,"Grecian Grill Restaurant
","Karama Centre, Opp Dubai Municipality, Karama",Dubai,,04-3792440Call,,,
603,"Green Chillies Restaurant
","Near Abu Shagara Park, Abu Shagara",Dubai,,04-2560066Call,,,
604,"Green Lagoon Restaurant
",Mussafah 11,Dubai,,02-3048155Call,,,
605,"Green Leaf International Restaurant
","Lighthouse Community Psychological Clinic, Jumeira Beach Road",Dubai,,04-8877866Call,,,
606,"Green Leaf Restaurant
","Opp Burjuman Business Towers, Near FNS Cafe, Karama",Abu Dhabi,,04-3416003Call,,,
607,"Green Leaves Restaurant
","Near Etisalat, Electra Street",Dubai,,04-3967909Call,,,
608,"Green Pepper Restaurant
",Satwa,Dubai,,04-2255518Call,,,
609,"Green Place Restaurent
",Oud Metha,Dubai,,09-2224929Call,,,
610,"Green Sea Hotel
",Al Barsha,Dubai,,04-3255990Call,,,
611,"Green Valley Cafeteria and Restaurant
","Near Sunrise Supermarket, Karama",Fujairah,,04-3805454Call,,,
612,"Grill O
","Raddison Blue Hotel, Media City",Dubai,,06-5599747Call,,,
613,"Gulf Coast RVs
","Imperial Suite Hotel Apts, Al Rolla Rd, Bur Dubai",Dubai,,04-3323339Call,,,
614,"Gulf Light Cafeteria
",Khor Al Maqta,Sharjah,,04-3995000Call,,,
615,"Gulf Pastry
","G Flr, Zarwani Bldg, Sabakha Rd, Deira",Dubai,,04-2635926Call,,,
616,"Habtoor Grand Resort and Spa
","Bhnd Mashreqbank, Opp Immigration Office, Immigration Rd",Dubai,,04-2682617Call,,,
617,"Haddad Hydrabad Restaurent
",Safeer Mall,Dubai,,04-2207799Call,,,
618,"Hafidh Mohd Restaurent
",Garhoud,Dubai,,04-4279602Call,,,
619,"Haji Ali Star Cafe
","Near National Hospital, Najda Street",Dubai,,02-6261112Call,,,
620,"Haji Sahab Restaurant
","Beach Rotana, Al Zahiyah",Dubai,,04-2251807Call,,,
621,"Hanoi
",Karama,Abu Dhabi,,04-3234322Call,,,
622,"Hapi Cafe
",Hamdan St,Dubai,,04-3317799Call,,,
623,"Happy Malabar Cafe & Restaurant
","Sheikh Mohammed Bin Boulevard Centre, Downtown",Dubai,,02-6814200Call,,,
624,"Haram Restaurant
",Garhoud,Dubai,,06-5338414Call,,,
625,"Hard Walls
",Old Airport Rd,Abu Dhabi,,04-8839944Call,,,
626,"Hari Restaurant
","Near Sharjah Cinema, Mina St",Sharjah,,04-8839955Call,,,
627,"Haseen Rest and Mini Market
",Shk Zayed Rd,Jebel Ali,,04-2247776Call,,,
628,"Haseen Restaurant
","64, Food Court, Al Razi Bldg, DHCC",Dubai,,04-8523211Call,,,
629,"Hatam Al Taai Restaurant
","Gate Building, Near to Burj 2000 Bldg, Rolla",Dubai,,04-3994141Call,,,
630,"Hatta Fort Hotel
","Baghdad St, Al Qusais",Dubai,,02-6724400Call,,,
631,"Haunters Room & Grill
","Emaar Building, Near Spinneys, Marina Walk",Dubai,,02-6661590Call,,,
632,"Havana Group
",Jumeira 1,Abu Dhabi,,09-2443282Call,,,
633,"Hayat Sweets
","Mai Tower, Near Lulu Hypermarket, Al Nahda",Abu Dhabi,,02-6166132Call,,,
634,"Hayath Restaurant
",Hor Al Anz,Fujairah,,02-6315111Call,,,
635,"Heroes Restaurant
",Opp Madina S/Market,Abu Dhabi,,04-2252293Call,,,
636,"Hiccup
","Damascus St, Al Qusais",Abu Dhabi,,04-2223749Call,,,
637,"Himalaya Restaurent
",Electra St,Dubai,,04-3979910Call,,,
638,"Hobaita Restaurent
",Burj Khalifa,Dubai,,06-5557800Call,,,
639,"Home Foods Restaurant
",The Dubai Mall,Dubai,,02-5520500Call,,,
640,"Hot Burger Restaurant
",Etisalat Rd,Sharjah,,04-3883332Call,,,
641,"Hot Food Restaurant & Catering
","Shop No. 12, Rimal Hotel, JBR",Abu Dhabi,,04-3995786Call,,,
642,"Hum Yum Restaurant
","Near Al Manama Hypermarket, Opposite Traffic Police Office",Dubai,,02-6352622Call,,,
643,"Humpty Dumpty Restaurant LLC
","One & Only Royal Mirage, Sufouh",Dubai,,04-3291100Call,,,
644,"Hyderabad Star Restaurant
","Shop 15, Jumeirah Bay Tower, X2, JLT",Abu Dhabi,,04-3344294Call,,,
645,"Hyson Restaurent
",Deira,Dubai,,02-6414478Call,,,
646,"Hyu Korean Restaurant
",Masdar City,Dubai,,04-3958599Call,,,
647,"Ibn Al Badiya Restaurant
","Crowne Plaza, Abu Dhabi Yas Island",Abu Dhabi,,04-3355922Call,,,
648,"Ibn Hamido Seafood Restaurant
","225, Jumeirah St., Umm Suqeim 1",Dubai,,04-3669111Call,,,
649,"Ice & Spice
","Al Fahidi St, Bur Dubai",Dubai,,04-3552028Call,,,
650,"Icon Bar
",Khalidia St,Dubai,,02-4041921Call,,,
651,"Imperial Dragon Restaurant
","Near Al Rigga MS, Al Rigga St, Deira",Dubai,,04-2291555Call,,,
652,"Inakaya
","Al Baraka Masjid Bldg, Near Irani Hospital, Jumeirah 1",Abu Dhabi,,06-5738880Call,,,
653,"Index Hotel
",Hamdan St,Dubai,,06-5374331Call,,,
654,"India House Restaurant
",Ras Al Khor,Sharjah,,04-2869600Call,,,
655,"India Palace Authentic Indian Cuisine
",Al Rigga,Sharjah,,02-6677898Call,,,
656,"India Palace Restaurant
","Near Dubai Hosp, Al Khaleej St, Deira",Dubai,,02-6979334Call,,,
657,"Indian By Nature Vegetarian Restaurant
",Khalidiya Mall,Abu Dhabi,,04-3345212Call,,,
658,"Indigo Restaurant
","Shop 2, Barsha Business Square, Al Barsha 1",Abu Dhabi,,02-6727224Call,,,
659,"Intercat Trading Company LLC
","Next to Emirates NBD, Opposite Dubai Zoo, Jumeirah Beach Road, Jumeirah 1",Dubai,,04-4476655Call,,,
660,"Iqbal Restaurant
","The Souk, Central Market",Abu Dhabi,,04-2824750Call,,,
661,"Iran Zamin Restaurant
","Naif Rd, Deira",Dubai,,02-4466122Call,,,
662,"Irish Village
",Dubai Silicon Oasis,Dubai,,06-5697727Call,,,
663,"Isfahan Night Restaurant
","Al Rayan Hotel Bldg, Abubaker Al Siddiq St, Al Nakheel",Abu Dhabi,,04-3434585Call,,,
664,"Isfahan Restaurant
",Defense Rd,Sharjah,,02-6212557Call,,,
665,"Istanboul Flower Restaurant & Cafeteria
","Ground Level, Bay Avenue, Executive Towers G, Business Bay",Dubai,,04-4495330Call,,,
666,"Istanbouli Restaurant
",Al Shindaga Heritage Village,Abu Dhabi,,06-5635017Call,,,
667,"Istanbul Flower Restaurant and Cafeteria
",Bhnd Hor Al Anz Park,Dubai,,04-2520004Call,,,
668,"ITC Restaurant
",Al Qusais Indl Area 3,Sharjah,,04-3626351Call,,,
669,"Its Malabar Restaurant LLC
","Shop 1, Al Fahidi Souq, Bur Dubai",Dubai,,04-3441717Call,,,
670,"Itsu
","Bhnd NMC Hosp, Al Nahda 2, Al Qusais",Dubai,,04-2963330Call,,,
671,"Jaam E Jam Restaurant & Cafe
","Hamdan Colony, Karama",Dubai,,04-2970447Call,,,
672,"Jabal Al Noor Cafeteria & Restaurant
",King Faisal R/A,Dubai,,09-2242088Call,,,
673,"Jabal Al Rahma Cafeteria & Restaurant
",Al Qusais,Dubai,,04-2582400Call,,,
674,"Jabal Safad Restaurant and Cafeteria
","Near NMC Hosp, Amman Rd, Al Nahda 2",Fujairah,,02-6332728Call,,,
675,"Jacky's Star Restaurant
","Between Sana Fashion & Lulu Hypermarket, Karama",Dubai,,04-4226767Call,,,
676,"Jafary Hotel
","Near Macro S/Market, J & P R/A, Cricket Stadium Rd",Abu Dhabi,,04-4341433Call,,,
677,"Jaipur Restaurant
","Bhnd Citymax, Abu Shagara",Dubai,,02-2222770Call,,,
678,"Japengo Cafe
","Al Shaab Colony, Deira",Dubai,,04-4230766Call,,,
679,"Jar Al Qamar Restaurant
",Al Qusais,Abu Dhabi,,06-5480426Call,,,
680,"Jedoudna Restaurant
","Behind Al Masah Crystal, Al Wahda Road, Abu Shagara",Dubai,,04-3999999Call,,,
681,"Jesir Al Madinah Cafeteria
",Karama,Sharjah,,04-3619601Call,,,
682,"Jetty Lounge
","Bhnd American Hospital, Oud Metha Rd",Dubai,,04-2717610Call,,,
683,"Jharokha Indian & Chinese Restaurant
",Tawwon,Dubai,,02-4919401Call,,,
684,"Jimma Cafe
","Near Al Manar Hotel, Behind Abjar Grand Hotel, Abu Hail",Dubai,,02-6563000Call,,,
685,"Jims Kitchen Table
","Near Al Shirawi Ent, Noor Islamic Metro Station, Al Quoz",Abu Dhabi,,04-3308863Call,,,
686,"Jing Asia
","Behind Honda Showroom, Electra Street",Abu Dhabi,,04-3523509Call,,,
687,"Jodha Akbar Restaurant
",Airport Rd,Dubai,,02-6665141Call,,,
688,"Johar Restaurant
","Al Khaleej Palace Hotel, Near Etisalat Bldg, Al Maktoum Rd",Dubai,,04-2999465Call,,,
689,"Jouharat Al Arab Refreshment
","Office 2, The Code Building, Sheikh Khalifa Bin Zayed Street, Opposite Burjuman",Abu Dhabi,,04-3455540Call,,,
690,"Juice World
",Muroor Rd,Dubai,,02-6262099Call,,,
691,"Jumeira Falcon Cafeteria & Restaurant
","The Collection, Saadiyat Island",Dubai,,04-2896785Call,,,
692,"Just Falafel
","G Flr, Block L, Opp Parking Area, Karama Souq",Abu Dhabi,,04-2691722Call,,,
693,"K & K Restaurant
","Shop 1, Lahej Building, Karama",Dubai,,04-2699980Call,,,
694,"Kabab Erbil Iraqi Restaurant
","Behind Sultan Bakeries, Najda Street",Dubai,,02-6390089Call,,,
695,"Kabab House
","JBR, JBR",Dubai,,04-3256166Call,,,
696,"Kabab Rolls
",Deira,Abu Dhabi,,04-3435910Call,,,
697,"Kabab Rolls Al Barsha Restaurant LLC
","Meena Bazar, Bur Dubai",Dubai,,02-6882522Call,,,
698,"Kababi Restaurant
","Al Mansour Bldg, Near Dubai Residential Oasis, Al Qusais",Dubai,,04-2394445Call,,,
699,"Kababs & Kurries
",Dibba Al Hassan,Abu Dhabi,,04-3312204Call,,,
700,"Kabul Darbar Restaurant
",Marina Mall,Dubai,,06-7457676Call,,,
701,"Kaffa Beans
",Hamdan St,Dubai,,02-6418283Call,,,
702,"Kairali Restaurant
",Sheraton. Al Markaziyah,Ajman,,04-4535471Call,,,
703,"Kalispera Cafe
",Jumeirah Beach Hotel,Abu Dhabi,,04-3342243Call,,,
704,"Kamat
","Near Emirates Gen Market, Electra St",Dubai,,04-2689100Call,,,
705,"Kanzaman Restaurant
","Al Zarooni Building, Near Al Rigga Metro Station, Al Rigga",Dubai,,04-3598200Call,,,
706,"Karachi Golden Restaurant & Cafeteria
","Near Grand Mini Mall, Jebel Ali Indl Area 2",Dubai,,04-2673131Call,,,
